wasted_computation_no_offload,wasted_computation_offload,charge_rate,discharge_rate,AI_computation,offload,no_offload,best_offload
375593,189066,0.004413793103448276,0.006896551724137931,0.009,161448,104414,175609.75609756098
389023,175197,0.004413793103448276,0.006896551724137931,0.012,163433,90986,175609.75609756098
399552,180967,0.004413793103448276,0.006896551724137931,0.015,159767,80458,175609.75609756098
360569,198277,0.004413793103448276,0.007310344827586207,0.006,160476,119438,169411.76470588235
377645,197601,0.004413793103448276,0.007310344827586207,0.009,156573,102358,169411.76470588235
390722,197970,0.004413793103448276,0.007310344827586207,0.012,153930,89288,169411.76470588235
400809,189517,0.004413793103448276,0.007310344827586207,0.015,155066,79201,169411.76470588235
363096,203591,0.004413793103448276,0.007724137931034483,0.006,156496,116912,163636.36363636365
379758,218083,0.004413793103448276,0.007724137931034483,0.009,148215,100242,163636.36363636365
392111,199979,0.004413793103448276,0.007724137931034483,0.012,151405,87897,163636.36363636365
401973,199912,0.004413793103448276,0.007724137931034483,0.015,149807,78027,163636.36363636365
365694,237515,0.004413793103448276,0.008137931034482758,0.006,145324,114312,158241.75824175822
381796,224412,0.004413793103448276,0.008137931034482758,0.009,144392,98209,158241.75824175822
393800,220777,0.004413793103448276,0.008137931034482758,0.012,143047,86210,158241.75824175822
403054,216656,0.004413793103448276,0.008137931034482758,0.015,142511,76954,158241.75824175822
368183,237465,0.004413793103448276,0.008551724137931035,0.006,142949,111823,153191.48936170214
383640,237001,0.004413793103448276,0.008551724137931035,0.009,139040,96365,153191.48936170214
395056,219348,0.004413793103448276,0.008551724137931035,0.012,141824,84950,153191.48936170214
404188,221639,0.004413793103448276,0.008551724137931035,0.015,139405,75820,153191.48936170214
370654,230573,0.004413793103448276,0.00896551724137931,0.006,142278,109346,148453.6082474227
385295,239733,0.004413793103448276,0.00896551724137931,0.009,136188,94705,148453.6082474227
396441,231947,0.004413793103448276,0.00896551724137931,0.012,136084,83567,148453.6082474227
405386,233675,0.004413793103448276,0.00896551724137931,0.015,133895,74624,148453.6082474227
372863,255886,0.004413793103448276,0.009379310344827585,0.006,134023,107143,144000.0
387028,258077,0.004413793103448276,0.009379310344827585,0.009,129325,92982,144000.0
397795,248772,0.004413793103448276,0.009379310344827585,0.012,129442,82213,144000.0
406442,231508,0.004413793103448276,0.009379310344827585,0.015,133263,73568,144000.0
374986,242340,0.004413793103448276,0.009793103448275862,0.006,135095,105019,139805.82524271842
388643,256515,0.004413793103448276,0.009793103448275862,0.009,128170,91366,139805.82524271842
399062,254094,0.004413793103448276,0.009793103448275862,0.012,126318,80947,139805.82524271842
407387,240730,0.004413793103448276,0.009793103448275862,0.015,128895,72620,139805.82524271842
377208,259754,0.004413793103448276,0.010206896551724139,0.006,129268,102801,135849.05660377358
390394,256711,0.004413793103448276,0.010206896551724139,0.009,126374,89614,135849.05660377358
400324,263966,0.004413793103448276,0.010206896551724139,0.012,121929,79685,135849.05660377358
408367,255076,0.004413793103448276,0.010206896551724139,0.015,122975,71642,135849.05660377358
379192,249312,0.004413793103448276,0.010620689655172414,0.006,129650,100815,132110.09174311926
391758,270164,0.004413793103448276,0.010620689655172414,0.009,121095,88251,132110.09174311926
401577,265525,0.004413793103448276,0.010620689655172414,0.012,119960,78430,132110.09174311926
409407,264515,0.004413793103448276,0.010620689655172414,0.015,118696,70600,132110.09174311926
381235,262270,0.004413793103448276,0.011034482758620689,0.006,124590,98775,128571.42857142858
393434,283511,0.004413793103448276,0.011034482758620689,0.009,116197,86573,128571.42857142858
