wasted_computation_no_offload,wasted_computation_offload,charge_rate,discharge_rate,AI_computation,offload,no_offload,best_offload
373377,251275,0.004,0.013517241379310345,0.006,101246,76630,102755.90551181104
382081,260317,0.004,0.013517241379310345,0.009,98646,67927,102755.90551181104
389097,245544,0.004,0.013517241379310345,0.012,102412,60909,102755.90551181104
394584,246730,0.004,0.013517241379310345,0.015,101979,55424,102755.90551181104
374759,252480,0.004,0.01393103448275862,0.006,99805,75241,100384.61538461539
383119,262100,0.004,0.01393103448275862,0.009,97171,66888,100384.61538461539
389797,260949,0.004,0.01393103448275862,0.012,97016,60210,100384.61538461539
395418,250979,0.004,0.01393103448275862,0.015,99767,54591,100384.61538461539
375980,256656,0.004,0.014344827586206896,0.006,97506,74026,98120.30075187972
384105,255542,0.004,0.014344827586206896,0.009,97653,65900,98120.30075187972
390683,265166,0.004,0.014344827586206896,0.012,94756,59317,98120.30075187972
395922,270265,0.004,0.014344827586206896,0.015,92858,54084,98120.30075187972
377180,258955,0.004,0.014758620689655172,0.006,95752,72828,95955.8823529412
385223,258820,0.004,0.014758620689655172,0.009,95783,64786,95955.8823529412
391492,259778,0.004,0.014758620689655172,0.012,95388,58517,95955.8823529412
396656,259031,0.004,0.014758620689655172,0.015,95606,53353,95955.8823529412
378583,264139,0.004,0.015172413793103448,0.006,93484,71426,93884.89208633095
385992,263392,0.004,0.015172413793103448,0.009,93542,64014,93884.89208633095
392177,263128,0.004,0.015172413793103448,0.012,93629,57830,93884.89208633095
397267,263774,0.004,0.015172413793103448,0.015,93337,52736,93884.89208633095
379615,269714,0.004,0.015586206896551724,0.006,91243,70394,91901.40845070424
386990,269302,0.004,0.015586206896551724,0.009,91132,63016,91901.40845070424
392918,280402,0.004,0.015586206896551724,0.012,87931,57091,91901.40845070424
397928,282568,0.004,0.015586206896551724,0.015,86843,52081,91901.40845070424
380845,271131,0.004,0.016,0.006,89757,69161,90000.0
387997,270707,0.004,0.016,0.009,89813,62012,90000.0
393711,271164,0.004,0.016,0.012,89639,56298,90000.0
398507,271623,0.004,0.016,0.015,89483,51501,90000.0
312260,19906,0.004413793103448276,0.004,0.006,223592,137741,236065.57377049178
335855,29521,0.004413793103448276,0.004,0.009,218330,114153,236065.57377049178
352767,20873,0.004413793103448276,0.004,0.012,219971,97242,236065.57377049178
365240,22416,0.004413793103448276,0.004,0.015,218451,84769,236065.57377049178
315959,25741,0.004413793103448276,0.004413793103448276,0.006,217464,134048,225000.0
338444,34095,0.004413793103448276,0.004413793103448276,0.009,213417,111563,225000.0
354554,24752,0.004413793103448276,0.004413793103448276,0.012,215809,95453,225000.0
366543,29655,0.004413793103448276,0.004413793103448276,0.015,213356,83464,225000.0
319563,48852,0.004413793103448276,0.004827586206896552,0.006,206751,130441,214925.37313432834
341126,51444,0.004413793103448276,0.004827586206896552,0.009,204483,108874,214925.37313432834
356423,45448,0.004413793103448276,0.004827586206896552,0.012,205680,93583,214925.37313432834
368082,46757,0.004413793103448276,0.004827586206896552,0.015,204619,81927,214925.37313432834
323012,60615,0.004413793103448276,0.005241379310344827,0.006,199480,126992,205714.28571428574
343624,74750,0.004413793103448276,0.005241379310344827,0.009,193800,106381,205714.28571428574
358210,66862,0.004413793103448276,0.005241379310344827,0.012,195493,91796,205714.28571428574
369374,62228,0.004413793103448276,0.005241379310344827,0.015,196650,80634,205714.28571428574
326315,80876,0.004413793103448276,0.005655172413793104,0.006,190275,123693,197260.27397260274
345849,78537,0.004413793103448276,0.005655172413793104,0.009,189785,104151,197260.27397260274
359945,80843,0.004413793103448276,0.005655172413793104,0.012,188158,90061,197260.27397260274
370714,80401,0.004413793103448276,0.005655172413793104,0.015,187795,79288,197260.27397260274
329392,117881,0.004413793103448276,0.006068965517241379,0.006,176916,120610,189473.68421052632
347988,105380,0.004413793103448276,0.006068965517241379,0.009,178505,102014,189473.68421052632
361538,100041,0.004413793103448276,0.006068965517241379,0.012,179213,88467,189473.68421052632
372133,105614,0.004413793103448276,0.006068965517241379,0.015,176543,77876,189473.68421052632
332348,100755,0.004413793103448276,0.006482758620689655,0.006,178148,117657,182278.48101265822
350241,110836,0.004413793103448276,0.006482758620689655,0.009,174246,99768,182278.48101265822
363230,103973,0.004413793103448276,0.006482758620689655,0.012,175824,86770,182278.48101265822
373386,110682,0.004413793103448276,0.006482758620689655,0.015,172888,76622,182278.48101265822
335200,135142,0.004413793103448276,0.006896551724137931,0.006,166211,114808,175609.75609756098
352131,127713,0.004413793103448276,0.006896551724137931,0.009,166647,97875,175609.75609756098
364721,110151,0.004413793103448276,0.006896551724137931,0.012,171613,85287,175609.75609756098
374579,103364,0.004413793103448276,0.006896551724137931,0.015,173852,75430,175609.75609756098
338029,120041,0.004413793103448276,0.007310344827586207,0.006,167095,111977,169411.76470588235
354056,116829,0.004413793103448276,0.007310344827586207,0.009,167613,95947,169411.76470588235
366301,117639,0.004413793103448276,0.007310344827586207,0.012,167142,83708,169411.76470588235
375758,118011,0.004413793103448276,0.007310344827586207,0.015,166865,74251,169411.76470588235
340403,135227,0.004413793103448276,0.007724137931034483,0.006,160467,109604,163636.36363636365
356023,127724,0.004413793103448276,0.007724137931034483,0.009,162111,93977,163636.36363636365
367617,130211,0.004413793103448276,0.007724137931034483,0.012,161039,82390,163636.36363636365
376848,131612,0.004413793103448276,0.007724137931034483,0.015,160320,73152,163636.36363636365
342843,157450,0.004413793103448276,0.008137931034482758,0.006,152320,107162,158241.75824175822
357928,142272,0.004413793103448276,0.008137931034482758,0.009,155562,92076,158241.75824175822
369187,135764,0.004413793103448276,0.008137931034482758,0.012,157385,80822,158241.75824175822
377872,136280,0.004413793103448276,0.008137931034482758,0.015,157136,72135,158241.75824175822
345173,153426,0.004413793103448276,0.008551724137931035,0.006,150742,104832,153191.48936170214
359657,163902,0.004413793103448276,0.008551724137931035,0.009,147241,90347,153191.48936170214
370368,146104,0.004413793103448276,0.008551724137931035,0.012,152306,79637,153191.48936170214
378934,149705,0.004413793103448276,0.008551724137931035,0.015,150950,71073,153191.48936170214
347490,174914,0.004413793103448276,0.00896551724137931,0.006,143320,102510,148453.6082474227
361215,158357,0.004413793103448276,0.00896551724137931,0.009,146886,88785,148453.6082474227
371663,160301,0.004413793103448276,0.00896551724137931,0.012,146028,78344,148453.6082474227
380049,158405,0.004413793103448276,0.00896551724137931,0.015,146497,69960,148453.6082474227
349572,195540,0.004413793103448276,0.009379310344827585,0.006,136104,100433,144000.0
362835,169402,0.004413793103448276,0.009379310344827585,0.009,141792,87174,144000.0
372942,164013,0.004413793103448276,0.009379310344827585,0.012,143311,77065,144000.0
381038,167318,0.004413793103448276,0.009379310344827585,0.015,142045,68971,144000.0
351564,204370,0.004413793103448276,0.009793103448275862,0.006,131882,98441,139805.82524271842
364352,178364,0.004413793103448276,0.009793103448275862,0.009,137500,85656,139805.82524271842
374131,180408,0.004413793103448276,0.009793103448275862,0.012,136533,75877,139805.82524271842
381927,176411,0.004413793103448276,0.009793103448275862,0.015,137677,68079,139805.82524271842
353632,180010,0.004413793103448276,0.010206896551724139,0.006,135509,96376,135849.05660377358
365993,181097,0.004413793103448276,0.010206896551724139,0.009,135033,84014,135849.05660377358
375314,191405,0.004413793103448276,0.010206896551724139,0.012,131732,74694,135849.05660377358
382856,180409,0.004413793103448276,0.010206896551724139,0.015,135077,67152,135849.05660377358
355501,203847,0.004413793103448276,0.010620689655172414,0.006,128046,94505,132110.09174311926
367285,191878,0.004413793103448276,0.010620689655172414,0.009,130499,82723,132110.09174311926
376485,189597,0.004413793103448276,0.010620689655172414,0.012,130870,73521,132110.09174311926
383824,187134,0.004413793103448276,0.010620689655172414,0.015,131560,66182,132110.09174311926
357408,201954,0.004413793103448276,0.011034482758620689,0.006,126515,92601,128571.42857142858
368843,201031,0.004413793103448276,0.011034482758620689,0.009,126221,81163,128571.42857142858
377577,205958,0.004413793103448276,0.011034482758620689,0.012,124488,72431,128571.42857142858
384688,195232,0.004413793103448276,0.011034482758620689,0.015,127712,65319,128571.42857142858
359079,211976,0.004413793103448276,0.011448275862068966,0.006,122519,90926,125217.39130434781
370048,220079,0.004413793103448276,0.011448275862068966,0.009,119730,79960,125217.39130434781
378794,207337,0.004413793103448276,0.011448275862068966,0.012,122849,71215,125217.39130434781
385586,216626,0.004413793103448276,0.011448275862068966,0.015,119471,64422,125217.39130434781
360747,223952,0.004413793103448276,0.01186206896551724,0.006,118251,89258,122033.89830508473
371329,209822,0.004413793103448276,0.01186206896551724,0.009,120915,78674,122033.89830508473
379671,206830,0.004413793103448276,0.01186206896551724,0.012,121726,70336,122033.89830508473
386432,209512,0.004413793103448276,0.01186206896551724,0.015,120773,63573,122033.89830508473
362460,247714,0.004413793103448276,0.012275862068965518,0.006,111447,87549,119008.26446280991
372777,229644,0.004413793103448276,0.012275862068965518,0.009,114392,77231,119008.26446280991
380723,213737,0.004413793103448276,0.012275862068965518,0.012,118382,69283,119008.26446280991
387262,218616,0.004413793103448276,0.012275862068965518,0.015,116776,62740,119008.26446280991
364074,243678,0.004413793103448276,0.012689655172413793,0.006,110627,85927,116129.03225806453
373947,224817,0.004413793103448276,0.012689655172413793,0.009,114247,76062,116129.03225806453
381807,219471,0.004413793103448276,0.012689655172413793,0.012,115617,68195,116129.03225806453
388145,218557,0.004413793103448276,0.012689655172413793,0.015,115840,61855,116129.03225806453
365453,237487,0.004413793103448276,0.01310344827586207,0.006,110358,84554,113385.82677165353
375140,234425,0.004413793103448276,0.01310344827586207,0.009,110416,74869,113385.82677165353
382653,226456,0.004413793103448276,0.01310344827586207,0.012,112323,67355,113385.82677165353
388886,224955,0.004413793103448276,0.01310344827586207,0.015,112773,61121,113385.82677165353
367008,235693,0.004413793103448276,0.013517241379310345,0.006,109158,83001,110769.23076923078
376242,242313,0.004413793103448276,0.013517241379310345,0.009,107207,73767,110769.23076923078
383722,229271,0.004413793103448276,0.013517241379310345,0.012,110513,66284,110769.23076923078
389655,236175,0.004413793103448276,0.013517241379310345,0.015,108285,60354,110769.23076923078
368316,235851,0.004413793103448276,0.01393103448275862,0.006,107839,81691,108270.67669172933
377292,242824,0.004413793103448276,0.01393103448275862,0.009,105979,72711,108270.67669172933
384521,243568,0.004413793103448276,0.01393103448275862,0.012,105367,65488,108270.67669172933
390335,235346,0.004413793103448276,0.01393103448275862,0.015,107632,59672,108270.67669172933
369864,242585,0.004413793103448276,0.014344827586206896,0.006,105052,80145,105882.35294117646
378374,248803,0.004413793103448276,0.014344827586206896,0.009,103256,71634,105882.35294117646
385409,239188,0.004413793103448276,0.014344827586206896,0.012,105573,64591,105882.35294117646
391107,239214,0.004413793103448276,0.014344827586206896,0.015,105526,58900,105882.35294117646
371016,243671,0.004413793103448276,0.014758620689655172,0.006,103455,78991,103597.12230215827
379453,243689,0.004413793103448276,0.014758620689655172,0.009,103349,70555,103597.12230215827
386364,244249,0.004413793103448276,0.014758620689655172,0.012,103117,63642,103597.12230215827
391883,243588,0.004413793103448276,0.014758620689655172,0.015,103324,58117,103597.12230215827
372308,249939,0.004413793103448276,0.015172413793103448,0.006,100887,77700,101408.45070422534
380604,248171,0.004413793103448276,0.015172413793103448,0.009,101157,69402,101408.45070422534
387049,248138,0.004413793103448276,0.015172413793103448,0.012,101131,62959,101408.45070422534
392530,248870,0.004413793103448276,0.015172413793103448,0.015,100850,57478,101408.45070422534
373518,267573,0.004413793103448276,0.015586206896551724,0.006,96336,76489,99310.3448275862
381472,254172,0.004413793103448276,0.015586206896551724,0.009,98582,68535,99310.3448275862
387900,270890,0.004413793103448276,0.015586206896551724,0.012,94000,62108,99310.3448275862
393160,252507,0.004413793103448276,0.015586206896551724,0.015,98911,56848,99310.3448275862
374741,270916,0.004413793103448276,0.016,0.006,94371,75264,97297.2972972973
382447,256440,0.004413793103448276,0.016,0.009,97040,67562,97297.2972972973
388761,256360,0.004413793103448276,0.016,0.012,96988,61248,97297.2972972973
393879,256431,0.004413793103448276,0.016,0.015,96938,56130,97297.2972972973
303366,16141,0.004827586206896552,0.004,0.006,229160,146638,246093.75
328077,30480,0.004827586206896552,0.004,0.009,221546,121925,246093.75
345702,28494,0.004827586206896552,0.004,0.012,220086,104298,246093.75
358768,19140,0.004827586206896552,0.004,0.015,222164,91240,246093.75
307309,22098,0.004827586206896552,0.004413793103448276,0.006,223017,142695,235074.62686567166
330941,17966,0.004827586206896552,0.004413793103448276,0.009,222266,119068,235074.62686567166
347794,25641,0.004827586206896552,0.004413793103448276,0.012,218349,102209,235074.62686567166
360274,30686,0.004827586206896552,0.004413793103448276,0.015,215451,89730,235074.62686567166
311121,21632,0.004827586206896552,0.004827586206896552,0.006,218928,138881,225000.0
333470,23101,0.004827586206896552,0.004827586206896552,0.009,217296,116538,225000.0
349760,28801,0.004827586206896552,0.004827586206896552,0.012,214546,100246,225000.0
361872,27916,0.004827586206896552,0.004827586206896552,0.015,214232,88137,225000.0
314666,57523,0.004827586206896552,0.005241379310344827,0.006,205086,135341,215753.42465753423
336028,45068,0.004827586206896552,0.005241379310344827,0.009,207132,113980,215753.42465753423
351638,45075,0.004827586206896552,0.005241379310344827,0.012,206266,98370,215753.42465753423
363284,47324,0.004827586206896552,0.005241379310344827,0.015,204802,86722,215753.42465753423
318125,75862,0.004827586206896552,0.005655172413793104,0.006,196394,131883,207236.84210526312
338584,62832,0.004827586206896552,0.005655172413793104,0.009,198497,111421,207236.84210526312
353250,67301,0.004827586206896552,0.005655172413793104,0.012,196094,96754,207236.84210526312
364637,65987,0.004827586206896552,0.005655172413793104,0.015,195824,85370,207236.84210526312
321305,82397,0.004827586206896552,0.006068965517241379,0.006,191105,128702,199367.08860759495
340851,87327,0.004827586206896552,0.006068965517241379,0.009,188024,109158,199367.08860759495
354999,77328,0.004827586206896552,0.006068965517241379,0.012,190292,95004,199367.08860759495
366047,79597,0.004827586206896552,0.006068965517241379,0.015,188854,83956,199367.08860759495
324404,92513,0.004827586206896552,0.006482758620689655,0.006,185087,125603,192073.1707317073
343123,98010,0.004827586206896552,0.006482758620689655,0.009,182142,106883,192073.1707317073
356857,99312,0.004827586206896552,0.006482758620689655,0.012,180610,93152,192073.1707317073
367371,84639,0.004827586206896552,0.006482758620689655,0.015,185115,82635,192073.1707317073
327431,124729,0.004827586206896552,0.006896551724137931,0.006,173825,122578,185294.1176470588
345091,92992,0.004827586206896552,0.006896551724137931,0.009,181100,104916,185294.1176470588
358314,91325,0.004827586206896552,0.006896551724137931,0.012,181181,91694,185294.1176470588
368652,98206,0.004827586206896552,0.006896551724137931,0.015,178391,81351,185294.1176470588
330132,106570,0.004827586206896552,0.007310344827586207,0.006,175256,119873,178977.2727272727
347148,104273,0.004827586206896552,0.007310344827586207,0.009,175212,102859,178977.2727272727
359957,116280,0.004827586206896552,0.007310344827586207,0.012,170877,90051,178977.2727272727
369845,101452,0.004827586206896552,0.007310344827586207,0.015,175472,80163,178977.2727272727
332786,143937,0.004827586206896552,0.007724137931034483,0.006,163230,117221,173076.9230769231
349078,116506,0.004827586206896552,0.007724137931034483,0.009,169244,100924,173076.9230769231
361418,126708,0.004827586206896552,0.007724137931034483,0.012,165417,88589,173076.9230769231
371105,109979,0.004827586206896552,0.007724137931034483,0.015,170783,78901,173076.9230769231
335360,145040,0.004827586206896552,0.008137931034482758,0.006,160351,114647,167553.1914893617
351027,143311,0.004827586206896552,0.008137931034482758,0.009,159152,98979,167553.1914893617
363066,129022,0.004827586206896552,0.008137931034482758,0.012,162823,86940,167553.1914893617
372392,119615,0.004827586206896552,0.008137931034482758,0.015,165784,77614,167553.1914893617
337809,151719,0.004827586206896552,0.008551724137931035,0.006,155977,112196,162371.13402061857
352862,146172,0.004827586206896552,0.008551724137931035,0.009,156282,97144,162371.13402061857
364342,130789,0.004827586206896552,0.008551724137931035,0.012,160482,85664,162371.13402061857
373529,129443,0.004827586206896552,0.008551724137931035,0.015,160790,76480,162371.13402061857
340303,151954,0.004827586206896552,0.00896551724137931,0.006,153421,109699,157500.0
354608,150897,0.004827586206896552,0.00896551724137931,0.009,152934,95399,157500.0
365709,139399,0.004827586206896552,0.00896551724137931,0.012,155998,84299,157500.0
374501,142614,0.004827586206896552,0.00896551724137931,0.015,154772,75508,157500.0
342408,156459,0.004827586206896552,0.009379310344827585,0.006,150034,107597,152912.62135922333
356293,173178,0.004827586206896552,0.009379310344827585,0.009,144686,93714,152912.62135922333
367034,152941,0.004827586206896552,0.009379310344827585,0.012,150050,82971,152912.62135922333
375618,150206,0.004827586206896552,0.009379310344827585,0.015,150797,74391,152912.62135922333
344510,161982,0.004827586206896552,0.009793103448275862,0.006,146476,105494,148584.90566037735
357957,184729,0.004827586206896552,0.009793103448275862,0.009,139683,92051,148584.90566037735
368322,169874,0.004827586206896552,0.009793103448275862,0.012,143179,81683,148584.90566037735
376559,159693,0.004827586206896552,0.009793103448275862,0.015,146178,73449,148584.90566037735
346788,193844,0.004827586206896552,0.010206896551724139,0.006,137117,103214,144495.4128440367
359633,176774,0.004827586206896552,0.010206896551724139,0.009,140117,90374,144495.4128440367
369605,176333,0.004827586206896552,0.010206896551724139,0.012,139686,80404,144495.4128440367
377735,165019,0.004827586206896552,0.010206896551724139,0.015,143075,72268,144495.4128440367
348753,186256,0.004827586206896552,0.010620689655172414,0.006,136738,101256,140625.00000000003
361184,183428,0.004827586206896552,0.010620689655172414,0.009,136589,88819,140625.00000000003
370937,184721,0.004827586206896552,0.010620689655172414,0.012,135707,79069,140625.00000000003
378550,173409,0.004827586206896552,0.010620689655172414,0.015,138961,71459,140625.00000000003
350719,198292,0.004827586206896552,0.011034482758620689,0.006,132190,99284,136956.52173913043
362562,195687,0.004827586206896552,0.011034482758620689,0.009,131661,87444,136956.52173913043
372089,192496,0.004827586206896552,0.011034482758620689,0.012,131916,77913,136956.52173913043
379535,178839,0.004827586206896552,0.011034482758620689,0.015,135980,70468,136956.52173913043
352443,216994,0.004827586206896552,0.011448275862068966,0.006,126269,97557,133474.57627118647
363981,193399,0.004827586206896552,0.011448275862068966,0.009,130700,86027,133474.57627118647
373107,186482,0.004827586206896552,0.011448275862068966,0.012,132365,76901,133474.57627118647
380475,193886,0.004827586206896552,0.011448275862068966,0.015,129802,69533,133474.57627118647
354128,218309,0.004827586206896552,0.01186206896551724,0.006,124047,95877,130165.28925619833
365323,191235,0.004827586206896552,0.01186206896551724,0.009,129690,84682,130165.28925619833
374348,207858,0.004827586206896552,0.01186206896551724,0.012,124660,75661,130165.28925619833
381411,198107,0.004827586206896552,0.01186206896551724,0.015,127335,68596,130165.28925619833
355906,206879,0.004827586206896552,0.012275862068965518,0.006,124728,94100,127016.12903225805
366738,204804,0.004827586206896552,0.012275862068965518,0.009,124695,83262,127016.12903225805
375400,200918,0.004827586206896552,0.012275862068965518,0.012,125463,74602,127016.12903225805
382319,198685,0.004827586206896552,0.012275862068965518,0.015,126069,67690,127016.12903225805
357595,210473,0.004827586206896552,0.012689655172413793,0.006,122245,92414,124015.74803149607
368024,205826,0.004827586206896552,0.012689655172413793,0.009,123010,81978,124015.74803149607
376349,216176,0.004827586206896552,0.012689655172413793,0.012,119768,73659,124015.74803149607
383234,203787,0.004827586206896552,0.012689655172413793,0.015,123368,66768,124015.74803149607
359136,227733,0.004827586206896552,0.01310344827586207,0.006,117097,90867,121153.84615384616
369227,212537,0.004827586206896552,0.01310344827586207,0.009,119897,80781,121153.84615384616
377367,208112,0.004827586206896552,0.01310344827586207,0.012,121070,72638,121153.84615384616
383961,216084,0.004827586206896552,0.01310344827586207,0.015,118431,66046,121153.84615384616
360687,223713,0.004827586206896552,0.013517241379310345,0.006,116255,89320,118421.05263157896
370551,234145,0.004827586206896552,0.013517241379310345,0.009,113135,79458,118421.05263157896
378348,214913,0.004827586206896552,0.013517241379310345,0.012,117852,71660,118421.05263157896
384855,218832,0.004827586206896552,0.013517241379310345,0.015,116552,65154,118421.05263157896
362138,259935,0.004827586206896552,0.01393103448275862,0.006,107675,87869,115808.82352941178
371689,233858,0.004827586206896552,0.01393103448275862,0.009,111843,78317,115808.82352941178
379310,220601,0.004827586206896552,0.01393103448275862,0.012,115119,70695,115808.82352941178
385559,224991,0.004827586206896552,0.01393103448275862,0.015,113668,64444,115808.82352941178
363781,226622,0.004827586206896552,0.014344827586206896,0.006,112587,86225,113309.35251798562
372943,228663,0.004827586206896552,0.014344827586206896,0.009,111993,77066,113309.35251798562
380325,224621,0.004827586206896552,0.014344827586206896,0.012,112930,69684,113309.35251798562
386425,241287,0.004827586206896552,0.014344827586206896,0.015,107697,63584,113309.35251798562
365047,229062,0.004827586206896552,0.014758620689655172,0.006,110766,84961,110915.49295774648
374010,229245,0.004827586206896552,0.014758620689655172,0.009,110587,75999,110915.49295774648
381292,229372,0.004827586206896552,0.014758620689655172,0.012,110507,68717,110915.49295774648
387101,239644,0.004827586206896552,0.014758620689655172,0.015,107316,62902,110915.49295774648
366369,234077,0.004827586206896552,0.015172413793103448,0.006,108336,83636,108620.6896551724
