wasted_computation_no_offload,wasted_computation_offload,charge_rate,discharge_rate,AI_computation,offload,no_offload,best_offload
385223,274373,0.004,0.014758620689655172,0.009,91916,64786,95955.8823529412
391492,299624,0.004,0.014758620689655172,0.012,84309,58517,95955.8823529412
396656,297858,0.004,0.014758620689655172,0.015,83532,53353,95955.8823529412
378583,297046,0.004,0.015172413793103448,0.006,87105,71426,93884.89208633095
385992,264007,0.004,0.015172413793103448,0.009,93354,64014,93884.89208633095
392177,304403,0.004,0.015172413793103448,0.012,82007,57830,93884.89208633095
397267,291831,0.004,0.015172413793103448,0.015,84779,52736,93884.89208633095
379615,310430,0.004,0.015586206896551724,0.006,83501,70394,91901.40845070424
386990,306674,0.004,0.015586206896551724,0.009,82002,63016,91901.40845070424
392918,306953,0.004,0.015586206896551724,0.012,80553,57091,91901.40845070424
397928,303148,0.004,0.015586206896551724,0.015,80532,52081,91901.40845070424
380845,270881,0.004,0.016,0.006,89792,69161,90000.0
387997,271360,0.004,0.016,0.009,89661,62012,90000.0
393711,271061,0.004,0.016,0.012,89702,56298,90000.0
398507,310366,0.004,0.016,0.015,77868,51501,90000.0
312260,63822,0.004413793103448276,0.004,0.006,210846,137741,236065.57377049178
335855,59012,0.004413793103448276,0.004,0.009,208319,114153,236065.57377049178
352767,62624,0.004413793103448276,0.004,0.012,204535,97242,236065.57377049178
365240,63317,0.004413793103448276,0.004,0.015,202578,84769,236065.57377049178
315959,96840,0.004413793103448276,0.004413793103448276,0.006,197082,134048,225000.0
338444,77432,0.004413793103448276,0.004413793103448276,0.009,198985,111563,225000.0
354554,79836,0.004413793103448276,0.004413793103448276,0.012,195684,95453,225000.0
366543,74989,0.004413793103448276,0.004413793103448276,0.015,195892,83464,225000.0
319563,107214,0.004413793103448276,0.004827586206896552,0.006,190193,130441,214925.37313432834
341126,96500,0.004413793103448276,0.004827586206896552,0.009,189646,108874,214925.37313432834
356423,84299,0.004413793103448276,0.004827586206896552,0.012,191685,93583,214925.37313432834
368082,85569,0.004413793103448276,0.004827586206896552,0.015,189831,81927,214925.37313432834
323012,137245,0.004413793103448276,0.005241379310344827,0.006,178271,126992,205714.28571428574
343624,115102,0.004413793103448276,0.005241379310344827,0.009,180635,106381,205714.28571428574
358210,118689,0.004413793103448276,0.005241379310344827,0.012,177067,91796,205714.28571428574
369374,109522,0.004413793103448276,0.005241379310344827,0.015,178661,80634,205714.28571428574
326315,140879,0.004413793103448276,0.005655172413793104,0.006,173859,123693,197260.27397260274
345849,128505,0.004413793103448276,0.005655172413793104,0.009,173814,104151,197260.27397260274
359945,140417,0.004413793103448276,0.005655172413793104,0.012,167117,90061,197260.27397260274
370714,113836,0.004413793103448276,0.005655172413793104,0.015,175236,79288,197260.27397260274
329392,147114,0.004413793103448276,0.006068965517241379,0.006,169245,120610,189473.68421052632
347988,142399,0.004413793103448276,0.006068965517241379,0.009,166855,102014,189473.68421052632
361538,141438,0.004413793103448276,0.006068965517241379,0.012,164801,88467,189473.68421052632
372133,133583,0.004413793103448276,0.006068965517241379,0.015,166210,77876,189473.68421052632
332348,164341,0.004413793103448276,0.006482758620689655,0.006,161566,117657,182278.48101265822
350241,163195,0.004413793103448276,0.006482758620689655,0.009,157972,99768,182278.48101265822
363230,164756,0.004413793103448276,0.006482758620689655,0.012,154829,86770,182278.48101265822
373386,148500,0.004413793103448276,0.006482758620689655,0.015,159024,76622,182278.48101265822
335200,173183,0.004413793103448276,0.006896551724137931,0.006,156245,114808,175609.75609756098
352131,156371,0.004413793103448276,0.006896551724137931,0.009,157839,97875,175609.75609756098
364721,161895,0.004413793103448276,0.006896551724137931,0.012,154005,85287,175609.75609756098
374579,156490,0.004413793103448276,0.006896551724137931,0.015,154406,75430,175609.75609756098
338029,187174,0.004413793103448276,0.007310344827586207,0.006,150240,111977,169411.76470588235
354056,183125,0.004413793103448276,0.007310344827586207,0.009,147470,95947,169411.76470588235
366301,171763,0.004413793103448276,0.007310344827586207,0.012,148921,83708,169411.76470588235
375758,180557,0.004413793103448276,0.007310344827586207,0.015,144383,74251,169411.76470588235
340403,195347,0.004413793103448276,0.007724137931034483,0.006,145526,109604,163636.36363636365
356023,193404,0.004413793103448276,0.007724137931034483,0.009,142414,93977,163636.36363636365
367617,188019,0.004413793103448276,0.007724137931034483,0.012,141769,82390,163636.36363636365
376848,182061,0.004413793103448276,0.007724137931034483,0.015,142407,73152,163636.36363636365
342843,201556,0.004413793103448276,0.008137931034482758,0.006,141499,107162,158241.75824175822
357928,201885,0.004413793103448276,0.008137931034482758,0.009,138039,92076,158241.75824175822
369187,186416,0.004413793103448276,0.008137931034482758,0.012,140733,80822,158241.75824175822
377872,188630,0.004413793103448276,0.008137931034482758,0.015,138733,72135,158241.75824175822
345173,212444,0.004413793103448276,0.008551724137931035,0.006,136532,104832,153191.48936170214
359657,213151,0.004413793103448276,0.008551724137931035,0.009,132837,90347,153191.48936170214
370368,202932,0.004413793103448276,0.008551724137931035,0.012,133841,79637,153191.48936170214
378934,192264,0.004413793103448276,0.008551724137931035,0.015,136051,71073,153191.48936170214
347490,223098,0.004413793103448276,0.00896551724137931,0.006,131878,102510,148453.6082474227
361215,214108,0.004413793103448276,0.00896551724137931,0.009,130871,88785,148453.6082474227
371663,212296,0.004413793103448276,0.00896551724137931,0.012,129398,78344,148453.6082474227
380049,208458,0.004413793103448276,0.00896551724137931,0.015,129155,69960,148453.6082474227
349572,226163,0.004413793103448276,0.009379310344827585,0.006,129154,100433,144000.0
362835,221221,0.004413793103448276,0.009379310344827585,0.009,127197,87174,144000.0
372942,224349,0.004413793103448276,0.009379310344827585,0.012,124093,77065,144000.0
381038,202958,0.004413793103448276,0.009379310344827585,0.015,129896,68971,144000.0
351564,237249,0.004413793103448276,0.009793103448275862,0.006,124557,98441,139805.82524271842
364352,232670,0.004413793103448276,0.009793103448275862,0.009,122358,85656,139805.82524271842
374131,223494,0.004413793103448276,0.009793103448275862,0.012,122889,75877,139805.82524271842
381927,219863,0.004413793103448276,0.009793103448275862,0.015,122938,68079,139805.82524271842
353632,239193,0.004413793103448276,0.010206896551724139,0.006,122028,96376,135849.05660377358
365993,229642,0.004413793103448276,0.010206896551724139,0.009,121526,84014,135849.05660377358
375314,230325,0.004413793103448276,0.010206896551724139,0.012,119505,74694,135849.05660377358
382856,227482,0.004413793103448276,0.010206896551724139,0.015,119245,67152,135849.05660377358
355501,248380,0.004413793103448276,0.010620689655172414,0.006,118307,94505,132110.09174311926
