charge_rate,discharge_rate,AI_computation,offload,no_offload,best_offload
0.0042448979591836735,0.0069387755102040816,0.006,164625,111077,170802.91970802922
0.0042448979591836735,0.0069387755102040816,0.009,165788,94679,170802.91970802922
0.0042448979591836735,0.0069387755102040816,0.012,165140,82459,170802.91970802922
0.0042448979591836735,0.0069387755102040816,0.015,166518,72910,170802.91970802922
0.0042448979591836735,0.007183673469387755,0.006,164869,109508,167142.85714285716
0.0042448979591836735,0.007183673469387755,0.009,164316,93609,167142.85714285716
0.0042448979591836735,0.007183673469387755,0.012,160124,81596,167142.85714285716
0.0042448979591836735,0.007183673469387755,0.015,165063,72355,167142.85714285716
0.0042448979591836735,0.0074285714285714285,0.006,161189,108034,163636.36363636365
0.0042448979591836735,0.0074285714285714285,0.009,154667,92451,163636.36363636365
0.0042448979591836735,0.0074285714285714285,0.012,162138,80754,163636.36363636365
0.0042448979591836735,0.0074285714285714285,0.015,159610,71669,163636.36363636365
0.0042448979591836735,0.007673469387755102,0.006,153896,106684,160273.97260273976
0.0042448979591836735,0.007673469387755102,0.009,156749,91296,160273.97260273976
0.0042448979591836735,0.007673469387755102,0.012,158905,79859,160273.97260273976
0.0042448979591836735,0.007673469387755102,0.015,158176,71056,160273.97260273976
0.0042448979591836735,0.007918367346938775,0.006,149393,105081,157046.97986577183
0.0042448979591836735,0.007918367346938775,0.009,153820,90335,157046.97986577183
0.0042448979591836735,0.007918367346938775,0.012,154608,79141,157046.97986577183
0.0042448979591836735,0.007918367346938775,0.015,155189,70423,157046.97986577183
0.0042448979591836735,0.00816326530612245,0.006,148416,103873,153947.3684210526
0.0042448979591836735,0.00816326530612245,0.009,151455,89348,153947.3684210526
0.0042448979591836735,0.00816326530612245,0.012,151103,78185,153947.3684210526
0.0042448979591836735,0.00816326530612245,0.015,152733,69607,153947.3684210526
0.0042448979591836735,0.008408163265306122,0.006,149721,102498,150967.74193548388
0.0042448979591836735,0.008408163265306122,0.009,149453,88325,150967.74193548388
0.0042448979591836735,0.008408163265306122,0.012,146825,77444,150967.74193548388
0.0042448979591836735,0.008408163265306122,0.015,149478,69179,150967.74193548388
0.0042448979591836735,0.008653061224489795,0.006,138668,101124,148101.26582278486
0.0042448979591836735,0.008653061224489795,0.009,144880,87149,148101.26582278486
0.0042448979591836735,0.008653061224489795,0.012,147136,76825,148101.26582278486
0.0042448979591836735,0.008653061224489795,0.015,143926,68547,148101.26582278486
0.0042448979591836735,0.00889795918367347,0.006,143119,99865,145341.6149068323
0.0042448979591836735,0.00889795918367347,0.009,139454,86242,145341.6149068323
0.0042448979591836735,0.00889795918367347,0.012,139143,76101,145341.6149068323
0.0042448979591836735,0.00889795918367347,0.015,143473,67971,145341.6149068323
0.0042448979591836735,0.009142857142857144,0.006,133848,98613,142682.92682926828
0.0042448979591836735,0.009142857142857144,0.009,140657,85302,142682.92682926828
0.0042448979591836735,0.009142857142857144,0.012,139540,75296,142682.92682926828
0.0042448979591836735,0.009142857142857144,0.015,141321,67375,142682.92682926828
0.0042448979591836735,0.009387755102040816,0.006,135109,97215,140119.7604790419
0.0042448979591836735,0.009387755102040816,0.009,134730,84536,140119.7604790419
0.0042448979591836735,0.009387755102040816,0.012,132727,74610,140119.7604790419
0.0042448979591836735,0.009387755102040816,0.015,137981,66766,140119.7604790419
0.0042448979591836735,0.009632653061224489,0.006,135613,96179,137647.05882352943
0.0042448979591836735,0.009632653061224489,0.009,133919,83581,137647.05882352943
0.0042448979591836735,0.009632653061224489,0.012,136298,73930,137647.05882352943
0.0042448979591836735,0.009632653061224489,0.015,132194,66245,137647.05882352943
0.0042448979591836735,0.009877551020408163,0.006,130183,94964,135260.1156069364
0.0042448979591836735,0.009877551020408163,0.009,134801,82609,135260.1156069364
0.0042448979591836735,0.009877551020408163,0.012,133949,73228,135260.1156069364
0.0042448979591836735,0.009877551020408163,0.015,133313,65688,135260.1156069364
0.0042448979591836735,0.010122448979591837,0.006,130709,93702,132954.54545454547
0.0042448979591836735,0.010122448979591837,0.009,130794,81838,132954.54545454547
0.0042448979591836735,0.010122448979591837,0.012,131457,72409,132954.54545454547
0.0042448979591836735,0.010122448979591837,0.015,130265,65094,132954.54545454547
0.0042448979591836735,0.01036734693877551,0.006,122600,92752,130726.25698324024
0.0042448979591836735,0.01036734693877551,0.009,129392,80887,130726.25698324024
0.0042448979591836735,0.01036734693877551,0.012,129632,71790,130726.25698324024
0.0042448979591836735,0.01036734693877551,0.015,127968,64555,130726.25698324024
0.0042448979591836735,0.010612244897959183,0.006,126256,91607,128571.42857142858
0.0042448979591836735,0.010612244897959183,0.009,126968,80200,128571.42857142858
0.0042448979591836735,0.010612244897959183,0.012,126077,71203,128571.42857142858
0.0042448979591836735,0.010612244897959183,0.015,128042,64033,128571.42857142858
0.0042448979591836735,0.010857142857142857,0.006,122972,90504,126486.48648648648
0.0042448979591836735,0.010857142857142857,0.009,117684,79171,126486.48648648648
0.0042448979591836735,0.010857142857142857,0.012,124966,70540,126486.48648648648
0.0042448979591836735,0.010857142857142857,0.015,124664,63388,126486.48648648648
0.0042448979591836735,0.011102040816326531,0.006,123934,89580,124468.08510638296
0.0042448979591836735,0.011102040816326531,0.009,119827,78563,124468.08510638296
0.0042448979591836735,0.011102040816326531,0.012,123158,69956,124468.08510638296
0.0042448979591836735,0.011102040816326531,0.015,123811,62867,124468.08510638296
0.0042448979591836735,0.011346938775510204,0.006,118813,88583,122513.08900523564
0.0042448979591836735,0.011346938775510204,0.009,119146,77779,122513.08900523564
0.0042448979591836735,0.011346938775510204,0.012,120646,69302,122513.08900523564
0.0042448979591836735,0.011346938775510204,0.015,122238,62372,122513.08900523564
0.0042448979591836735,0.011591836734693876,0.006,119460,87623,120618.55670103095
0.0042448979591836735,0.011591836734693876,0.009,115000,76992,120618.55670103095
0.0042448979591836735,0.011591836734693876,0.012,120128,68706,120618.55670103095
0.0042448979591836735,0.011591836734693876,0.015,119495,62006,120618.55670103095
0.0042448979591836735,0.01183673469387755,0.006,118118,86602,118781.72588832487
0.0042448979591836735,0.01183673469387755,0.009,117995,76218,118781.72588832487
0.0042448979591836735,0.01183673469387755,0.012,116715,68096,118781.72588832487
0.0042448979591836735,0.01183673469387755,0.015,117547,61517,118781.72588832487
0.0042448979591836735,0.012081632653061225,0.006,113625,85488,116999.99999999999
0.0042448979591836735,0.012081632653061225,0.009,111185,75337,116999.99999999999
0.0042448979591836735,0.012081632653061225,0.012,116192,67517,116999.99999999999
0.0042448979591836735,0.012081632653061225,0.015,116678,61048,116999.99999999999
0.0042448979591836735,0.012326530612244898,0.006,115009,84549,115270.93596059114
0.0042448979591836735,0.012326530612244898,0.009,114346,74649,115270.93596059114
0.0042448979591836735,0.012326530612244898,0.012,111540,66936,115270.93596059114
0.0042448979591836735,0.012326530612244898,0.015,114151,60553,115270.93596059114
0.0042448979591836735,0.01257142857142857,0.006,110013,83635,113592.23300970875
0.0042448979591836735,0.01257142857142857,0.009,111569,74048,113592.23300970875
0.0042448979591836735,0.01257142857142857,0.012,112728,66335,113592.23300970875
0.0042448979591836735,0.01257142857142857,0.015,113173,60115,113592.23300970875
0.0042448979591836735,0.012816326530612245,0.006,108528,82793,111961.72248803829
0.0042448979591836735,0.012816326530612245,0.009,103769,73369,111961.72248803829
0.0042448979591836735,0.012816326530612245,0.012,111656,65776,111961.72248803829
0.0042448979591836735,0.012816326530612245,0.015,111560,59631,111961.72248803829
0.0042448979591836735,0.013061224489795919,0.006,110101,81889,110377.35849056605
0.0042448979591836735,0.013061224489795919,0.009,103829,72690,110377.35849056605
0.0042448979591836735,0.013061224489795919,0.012,109040,65206,110377.35849056605
0.0042448979591836735,0.013061224489795919,0.015,110191,59175,110377.35849056605
0.0042448979591836735,0.013306122448979591,0.006,104597,81178,108837.20930232562
0.0042448979591836735,0.013306122448979591,0.009,105011,71916,108837.20930232562
0.0042448979591836735,0.013306122448979591,0.012,108218,64658,108837.20930232562
0.0042448979591836735,0.013306122448979591,0.015,105837,58765,108837.20930232562
0.0042448979591836735,0.013551020408163264,0.006,100939,80191,107339.44954128443
0.0042448979591836735,0.013551020408163264,0.009,104849,71307,107339.44954128443
0.0042448979591836735,0.013551020408163264,0.012,106986,64116,107339.44954128443
0.0042448979591836735,0.013551020408163264,0.015,104751,58306,107339.44954128443
0.0042448979591836735,0.013795918367346938,0.006,105620,79588,105882.35294117648
0.0042448979591836735,0.013795918367346938,0.009,105646,70642,105882.35294117648
0.0042448979591836735,0.013795918367346938,0.012,103564,63718,105882.35294117648
0.0042448979591836735,0.013795918367346938,0.015,105587,57855,105882.35294117648
0.0042448979591836735,0.014040816326530613,0.006,104046,78737,104464.28571428571
0.0042448979591836735,0.014040816326530613,0.009,104173,70041,104464.28571428571
0.0042448979591836735,0.014040816326530613,0.012,104201,63179,104464.28571428571
0.0042448979591836735,0.014040816326530613,0.015,104105,57421,104464.28571428571
0.0042448979591836735,0.014285714285714285,0.006,102818,77940,103083.70044052864
0.0042448979591836735,0.014285714285714285,0.009,102779,69450,103083.70044052864
0.0042448979591836735,0.014285714285714285,0.012,102854,62660,103083.70044052864
0.0042448979591836735,0.014285714285714285,0.015,102790,57027,103083.70044052864
0.0042448979591836735,0.014530612244897958,0.006,101524,77211,101739.13043478262
0.0042448979591836735,0.014530612244897958,0.009,101521,68851,101739.13043478262
0.0042448979591836735,0.014530612244897958,0.012,95258,62121,101739.13043478262
0.0042448979591836735,0.014530612244897958,0.015,101268,56606,101739.13043478262
0.0042448979591836735,0.014775510204081632,0.006,100262,76385,100429.18454935624
0.0042448979591836735,0.014775510204081632,0.009,100188,68160,100429.18454935624
0.0042448979591836735,0.014775510204081632,0.012,99985,61577,100429.18454935624
0.0042448979591836735,0.014775510204081632,0.015,97969,56143,100429.18454935624
0.0042448979591836735,0.015020408163265307,0.006,98997,75637,99152.54237288136
0.0042448979591836735,0.015020408163265307,0.009,99022,67657,99152.54237288136
0.0042448979591836735,0.015020408163265307,0.012,98806,61066,99152.54237288136
0.0042448979591836735,0.015020408163265307,0.015,98742,55823,99152.54237288136
0.0042448979591836735,0.015265306122448979,0.006,97673,74997,97907.949790795
0.0042448979591836735,0.015265306122448979,0.009,97637,67078,97907.949790795
0.0042448979591836735,0.015265306122448979,0.012,97478,60553,97907.949790795
0.0042448979591836735,0.015265306122448979,0.015,97664,55346,97907.949790795
0.0042448979591836735,0.015510204081632652,0.006,96623,74289,96694.21487603309
0.0042448979591836735,0.015510204081632652,0.009,96314,66454,96694.21487603309
0.0042448979591836735,0.015510204081632652,0.012,96322,60219,96694.21487603309
0.0042448979591836735,0.015510204081632652,0.015,96281,55052,96694.21487603309
0.0042448979591836735,0.015755102040816326,0.006,95426,73534,95510.20408163266
0.0042448979591836735,0.015755102040816326,0.009,95351,65897,95510.20408163266
0.0042448979591836735,0.015755102040816326,0.012,95274,59753,95510.20408163266
0.0042448979591836735,0.015755102040816326,0.015,95148,54649,95510.20408163266
0.0042448979591836735,0.016,0.006,93967,72839,94354.83870967742
0.0042448979591836735,0.016,0.009,94060,65342,94354.83870967742
0.0042448979591836735,0.016,0.012,94077,59268,94354.83870967742
0.0042448979591836735,0.016,0.015,94045,54237,94354.83870967742
0.004489795918367347,0.004,0.006,221929,139572,237980.76923076922
0.004489795918367347,0.004,0.009,221209,115546,237980.76923076922
0.004489795918367347,0.004,0.012,216997,98701,237980.76923076922
0.004489795918367347,0.004,0.015,217973,86080,237980.76923076922
0.004489795918367347,0.0042448979591836735,0.006,219902,137169,231308.41121495323
0.004489795918367347,0.0042448979591836735,0.009,218460,114066,231308.41121495323
0.004489795918367347,0.0042448979591836735,0.012,216988,97437,231308.41121495323
0.004489795918367347,0.0042448979591836735,0.015,214877,85120,231308.41121495323
0.004489795918367347,0.004489795918367347,0.006,217680,135028,225000.0
0.004489795918367347,0.004489795918367347,0.009,216871,112469,225000.0
0.004489795918367347,0.004489795918367347,0.012,214397,96307,225000.0
