charge_rate,discharge_rate,AI_computation,offload,no_offload,best_offload
0.001,0.005529411764705882,0.004999999999999999,44129,26261,45945.945945945954
0.001,0.005529411764705882,0.005999999999999999,44231,24158,45945.945945945954
0.001,0.005529411764705882,0.006999999999999998,44200,22319,45945.945945945954
0.001,0.005529411764705882,0.007999999999999998,43863,20774,45945.945945945954
0.001,0.005529411764705882,0.008999999999999998,44229,19381,45945.945945945954
0.001,0.005529411764705882,0.009999999999999998,44367,18210,45945.945945945954
0.001,0.005529411764705882,0.011,43975,17106,45945.945945945954
0.001,0.005529411764705882,0.011999999999999997,43385,16171,45945.945945945954
0.001,0.005529411764705882,0.012999999999999998,44044,15242,45945.945945945954
0.001,0.005529411764705882,0.013999999999999999,43006,14616,45945.945945945954
0.001,0.005529411764705882,0.015,44345,14084,45945.945945945954
0.001,0.005941176470588235,0.001,42836,37961,43220.33898305085
0.001,0.005941176470588235,0.002,42757,33733,43220.33898305085
0.001,0.005941176470588235,0.0029999999999999996,42539,29902,43220.33898305085
0.001,0.005941176470588235,0.003999999999999999,41932,27757,43220.33898305085
0.001,0.005941176470588235,0.004999999999999999,41690,25353,43220.33898305085
0.001,0.005941176470588235,0.005999999999999999,42186,23333,43220.33898305085
0.001,0.005941176470588235,0.006999999999999998,41893,21659,43220.33898305085
0.001,0.005941176470588235,0.007999999999999998,41557,20198,43220.33898305085
0.001,0.005941176470588235,0.008999999999999998,41168,18933,43220.33898305085
0.001,0.005941176470588235,0.009999999999999998,41015,17729,43220.33898305085
0.001,0.005941176470588235,0.011,40468,16793,43220.33898305085
0.001,0.005941176470588235,0.011999999999999997,41120,15861,43220.33898305085
0.001,0.005941176470588235,0.012999999999999998,42056,14929,43220.33898305085
0.001,0.005941176470588235,0.013999999999999999,41258,14305,43220.33898305085
0.001,0.005941176470588235,0.015,40429,13549,43220.33898305085
0.001,0.006352941176470588,0.001,40622,36079,40800.0
0.001,0.006352941176470588,0.002,40476,31970,40800.0
0.001,0.006352941176470588,0.0029999999999999996,39756,28712,40800.0
0.001,0.006352941176470588,0.003999999999999999,39716,26761,40800.0
0.001,0.006352941176470588,0.004999999999999999,39111,24501,40800.0
0.001,0.006352941176470588,0.005999999999999999,39492,22613,40800.0
0.001,0.006352941176470588,0.006999999999999998,39025,21039,40800.0
0.001,0.006352941176470588,0.007999999999999998,38310,19596,40800.0
0.001,0.006352941176470588,0.008999999999999998,38656,18352,40800.0
0.001,0.006352941176470588,0.009999999999999998,38546,17394,40800.0
0.001,0.006352941176470588,0.011,39628,16176,40800.0
0.001,0.006352941176470588,0.011999999999999997,38052,15549,40800.0
0.001,0.006352941176470588,0.012999999999999998,38322,14617,40800.0
0.001,0.006352941176470588,0.013999999999999999,39505,13995,40800.0
0.001,0.006352941176470588,0.015,37813,13374,40800.0
0.001,0.006764705882352941,0.001,38621,34428,38636.36363636363
0.001,0.006764705882352941,0.002,38551,30488,38636.36363636363
0.001,0.006764705882352941,0.0029999999999999996,38005,27729,38636.36363636363
0.001,0.006764705882352941,0.003999999999999999,37819,25726,38636.36363636363
0.001,0.006764705882352941,0.004999999999999999,37937,23640,38636.36363636363
0.001,0.006764705882352941,0.005999999999999999,37231,21888,38636.36363636363
0.001,0.006764705882352941,0.006999999999999998,36829,20454,38636.36363636363
0.001,0.006764705882352941,0.007999999999999998,36894,19113,38636.36363636363
0.001,0.006764705882352941,0.008999999999999998,36920,18003,38636.36363636363
0.001,0.006764705882352941,0.009999999999999998,37624,16795,38636.36363636363
0.001,0.006764705882352941,0.011,36394,15863,38636.36363636363
0.001,0.006764705882352941,0.011999999999999997,36404,15048,38636.36363636363
0.001,0.006764705882352941,0.012999999999999998,36176,14308,38636.36363636363
0.001,0.006764705882352941,0.013999999999999999,37425,13685,38636.36363636363
0.001,0.006764705882352941,0.015,36666,13062,38636.36363636363
0.001,0.007176470588235294,0.001,36366,32854,36690.64748201439
0.001,0.007176470588235294,0.002,36039,29302,36690.64748201439
0.001,0.007176470588235294,0.0029999999999999996,35556,27145,36690.64748201439
